species_id,master_species,major_clade,family_molecules,family_morphology,synonym_species,specie_notes
1428,Stephanophyllia complicata,basal,Micrabaciidae,Micrabaciidae,"",""
1429,Stephanophyllia fungulus,basal,Micrabaciidae,Micrabaciidae,"",""
1430,Stephanophyllia neglecta,basal,Micrabaciidae,Micrabaciidae,"",""
1431,Stylaraea punctata,Complex,Poritidae,Poritidae,"",""
1432,Stylocoeniella armata,Robust,Pocilloporidae,Astrocoeniidae,"",""
1433,Stylocoeniella cocosensis,Robust,Pocilloporidae,Astrocoeniidae,"",""
1434,Stylocoeniella guentheri,Robust,Pocilloporidae,Astrocoeniidae,"",""
1435,Stylocoeniella muscosus,Robust,Pocilloporidae,Astrocoeniidae,"",Nomen nudum
1436,Stylophora danae,Robust,Pocilloporidae,Pocilloporidae,"",""
1437,Stylophora kuehlmanni,Robust,Pocilloporidae,Pocilloporidae,"",""
1438,Stylophora madagascarensis,Robust,Pocilloporidae,Pocilloporidae,"",""
1439,Stylophora mamillata,Robust,Pocilloporidae,Pocilloporidae,"",""
1440,Stylophora mordax,Robust,Pocilloporidae,Pocilloporidae,"",""
1441,Stylophora pistillata,Robust,Pocilloporidae,Pocilloporidae,"",""
1442,Stylophora subseriata,Robust,Pocilloporidae,Pocilloporidae,"",""
1443,Stylophora wellsi,Robust,Pocilloporidae,Pocilloporidae,"",""
1444,Symphyllia agaricia,Robust,Lobophyllidae,Mussidae,"",""
1445,Symphyllia erythraea,Robust,Lobophyllidae,Mussidae,"",""
1446,Symphyllia hassi,Robust,Lobophyllidae,Mussidae,"",""
1447,Symphyllia radians,Robust,Lobophyllidae,Mussidae,"",""
1448,Symphyllia recta,Robust,Lobophyllidae,Mussidae,"",""
1449,Symphyllia valenciennesii,Robust,Lobophyllidae,Mussidae,"",""
1451,Sympodangia albatrossi,Robust,Caryophylliidae,Caryophylliidae,"",""
1452,Temnotrochus kermadecensis,basal,Schizocyathidae,Guyniidae,"",""
1453,Tethocyathus cylindraceus,Robust,Caryophylliidae,Caryophylliidae,"",""
1454,Tethocyathus minor,Robust,Caryophylliidae,Caryophylliidae,"",""
1455,Tethocyathus recurvatus,Robust,Caryophylliidae,Caryophylliidae,"",""
1456,Tethocyathus variabilis,Robust,Caryophylliidae,Caryophylliidae,"",""
1457,Tethocyathus virgatus,Robust,Caryophylliidae,Caryophylliidae,"",""
1458,Thalamophyllia gasti,Robust,Caryophylliidae,Caryophylliidae,"",""
1459,Thalamophyllia gombergi,Robust,Caryophylliidae,Caryophylliidae,"",""
1460,Thalamophyllia riisei,Robust,Caryophylliidae,Caryophylliidae,"",""
1461,Thalamophyllia tenuescens,Robust,Caryophylliidae,Caryophylliidae,"",""
1462,Thecopsammia socialis,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1463,Thrypticotrochus multilobatus,Complex,Turbinoliidae,Turbinoliidae,"",""
1464,Thrypticotrochus petterdi,Complex,Turbinoliidae,Turbinoliidae,"",""
1465,Trachyphyllia geoffroyi,Robust,Merulinidae,Trachyphylliidae,"",""
1466,Trematotrochus corbicula,Complex,Turbinoliidae,Turbinoliidae,"",""
1467,Trematotrochus hedleyi,Complex,Turbinoliidae,Turbinoliidae,"",""
1468,Trochocyathus aithoseptatus,Robust,Caryophylliidae,Caryophylliidae,"",""
1469,Trochocyathus apertus,Robust,Caryophylliidae,Caryophylliidae,"",""
1470,Trochocyathus brevispina,Robust,Caryophylliidae,Caryophylliidae,"",""
1471,Trochocyathus burchae,Robust,Caryophylliidae,Caryophylliidae,"",""
1472,Trochocyathus caryophylloides,Robust,Caryophylliidae,Caryophylliidae,"",""
1473,Trochocyathus cepulla,Robust,Caryophylliidae,Caryophylliidae,"",""
1474,Trochocyathus cooperi,Robust,Caryophylliidae,Caryophylliidae,"",""
1475,Trochocyathus decamera,Robust,Caryophylliidae,Caryophylliidae,"",""
1476,Trochocyathus discus,Robust,Caryophylliidae,Caryophylliidae,"",""
1477,Trochocyathus efateensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1478,Trochocyathus fasciatus,Robust,Caryophylliidae,Caryophylliidae,"",""
1479,Trochocyathus fossulus,Robust,Caryophylliidae,Caryophylliidae,"",""
1480,Trochocyathus gardineri,Robust,Caryophylliidae,Caryophylliidae,"",""
1481,Trochocyathus gordoni,Robust,Caryophylliidae,Caryophylliidae,"",""
1482,Trochocyathus hastatus,Robust,Caryophylliidae,Caryophylliidae,"",""
1483,Trochocyathus japonicus,Robust,Caryophylliidae,Caryophylliidae,"",""
1484,Trochocyathus longispina,Robust,Caryophylliidae,Caryophylliidae,"",""
1485,Trochocyathus maculatus,Robust,Caryophylliidae,Caryophylliidae,"",""
1486,Trochocyathus mauiensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1487,Trochocyathus oahensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1488,Trochocyathus patelliformis,Robust,Caryophylliidae,Caryophylliidae,"",""
1489,Trochocyathus philippinensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1490,Trochocyathus porphyreus,Robust,Caryophylliidae,Caryophylliidae,"",""
1491,Trochocyathus rawsonii,Robust,Caryophylliidae,Caryophylliidae,"",""
1492,Trochocyathus rhombocolumna,Robust,Caryophylliidae,Caryophylliidae,"",""
1493,Trochocyathus semperi,Robust,Caryophylliidae,Caryophylliidae,"",""
1494,Trochocyathus spinosocostatus,Robust,Caryophylliidae,Caryophylliidae,"",""
1495,Trochocyathus vasiformis,Robust,Caryophylliidae,Caryophylliidae,"",""
1496,Trochopsammia infundibulum,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1498,Tropidocyathus labidus,Complex,Turbinoliidae,Turbinoliidae,"",""
1499,Tropidocyathus lessonii,Complex,Turbinoliidae,Turbinoliidae,"",""
1500,Truncatoflabellum aculeatum,Complex,Flabellidae,Flabellidae,"",""
1501,Truncatoflabellum angiostomum,Complex,Flabellidae,Flabellidae,"",""
1502,Truncatoflabellum angustum,Complex,Flabellidae,Flabellidae,"",""
1503,Truncatoflabellum arcuatum,Complex,Flabellidae,Flabellidae,"",""
1504,Truncatoflabellum australiensis,Complex,Flabellidae,Flabellidae,"",""
1505,Truncatoflabellum candeanum,Complex,Flabellidae,Flabellidae,"",""
1506,Truncatoflabellum carinatum,Complex,Flabellidae,Flabellidae,"",""
1507,Truncatoflabellum crassum,Complex,Flabellidae,Flabellidae,"",""
1508,Truncatoflabellum cumingii,Complex,Flabellidae,Flabellidae,"",""
1509,Truncatoflabellum dens,Complex,Flabellidae,Flabellidae,"",""
1510,Truncatoflabellum formosum,Complex,Flabellidae,Flabellidae,"",""
1511,Truncatoflabellum gardineri,Complex,Flabellidae,Flabellidae,"",""
1512,Truncatoflabellum inconstans,Complex,Flabellidae,Flabellidae,"",""
1513,Truncatoflabellum incrustatum,Complex,Flabellidae,Flabellidae,"",""
1514,Truncatoflabellum irregulare,Complex,Flabellidae,Flabellidae,"",""
1515,Truncatoflabellum macroeschara,Complex,Flabellidae,Flabellidae,"",""
1516,Truncatoflabellum martensii,Complex,Flabellidae,Flabellidae,"",""
1517,Truncatoflabellum mortenseni,Complex,Flabellidae,Flabellidae,"",""
1518,Truncatoflabellum multispinosum,Complex,Flabellidae,Flabellidae,"",""
1519,Truncatoflabellum paripavoninum,Complex,Flabellidae,Flabellidae,"",""
1520,Truncatoflabellum phoenix,Complex,Flabellidae,Flabellidae,"",""
1521,Truncatoflabellum pusillum,Complex,Flabellidae,Flabellidae,"",""
1522,Truncatoflabellum spheniscus,Complex,Flabellidae,Flabellidae,"",""
1523,Truncatoflabellum stabile,Complex,Flabellidae,Flabellidae,"",""
1524,Truncatoflabellum stokesii,Complex,Flabellidae,Flabellidae,"",""
1525,Truncatoflabellum trapezoideum,Complex,Flabellidae,Flabellidae,"",""
1526,Truncatoflabellum truncum,Complex,Flabellidae,Flabellidae,"",""
1527,Truncatoflabellum vanuatu,Complex,Flabellidae,Flabellidae,"",""
1528,Truncatoflabellum veroni,Complex,Flabellidae,Flabellidae,"",""
1529,Truncatoflabellum vigintifarium,Complex,Flabellidae,Flabellidae,"",""
1530,Truncatoflabellum zulense,Complex,Flabellidae,Flabellidae,"",""
1531,Truncatoguynia irregularis,Robust,Stenocyathidae,Guyniidae,"",""
1532,Tubastraea coccinea,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1533,Tubastraea diaphana,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1534,Tubastraea faulkneri,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1535,Tubastraea floreana,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1536,Tubastraea micrantha,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1537,Tubastraea tagusensis,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1538,Turbinaria bifrons,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1539,Turbinaria conspicua,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1540,Turbinaria crater,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1541,Turbinaria frondens,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1542,Turbinaria heronensis,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1543,Turbinaria irregularis,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1544,Turbinaria mesenterina,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1545,Turbinaria patula,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1547,Turbinaria radicalis,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1548,Turbinaria reniformis,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1549,Turbinaria stellulata,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1550,Turbinolia stephensoni,Complex,Turbinoliidae,Turbinoliidae,"",""
1551,Vaughanella concinna,Robust,Caryophylliidae,Caryophylliidae,"",""
1552,Vaughanella margaritata,Robust,Caryophylliidae,Caryophylliidae,"",""
1553,Vaughanella multipalifera,Robust,Caryophylliidae,Caryophylliidae,"",""
1554,Vaughanella oreophila,Robust,Caryophylliidae,Caryophylliidae,"",""
1555,Zoopilus echinatus,Robust,Fungiidae,Fungiidae,"",""
