"","species","Ocean basin","Zooxanthellate","Growth form typical","Substrate attachment","Coloniality","Corallite width maximum","Mode of larval development","Sexual system","Colony maximum diameter","Growth rate","Symbiodinium sp. in propagules","Oocyte size at maturity","Skeletal density","Symbiodinium density","Calcification rate","Phosphorus concentration","Nitrogen concentration","Polyps per area","RNA:DNA ratio","Chlorophyll a","Total biomass","Protein biomass","Dark respiration","Polyp fecundity","Gross photosynthesis","Colony area","Lipid content","Size at maturity","Colony shape factor","Generation time","Age at maturity","Propagule size on release","Eggs per area","Mature egg diameter","Egg size","Ratio of female to male gonads","Abundance GBR","Water clarity preference","Species age phylogeny","Genus fossil age","Range size"
"856","Labyrinthocyathus delicatus","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02787139000458,NA,NA
"857","Labyrinthocyathus facetus","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.917352569378464,NA,NA
"858","Labyrinthocyathus langae","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08333423445072,NA,NA
"859","Labyrinthocyathus limatulus","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921568702757085,NA,NA
"860","Labyrinthocyathus quaylei","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968376434700381,NA,NA
"861","Leptastrea aequalis","pacific","zooxanthellate","encrusting","attached","colonial",2.8,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.826070593594379,29.9,12104736.5645
"862","Leptastrea bewickensis","pacific","zooxanthellate","encrusting","attached","colonial",4.2,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rare","clear",0.937994220362947,29.9,38658279.61
"863","Leptastrea bottae","pacific","zooxanthellate","encrusting","attached","colonial",3.5,"spawner","gonochore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.863134097673928,29.9,42848474.935
"864","Leptastrea inaequalis","pacific","zooxanthellate","massive","attached","colonial",4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",0.979069429778058,29.9,45702456.6
"865","Leptastrea pruinosa","pacific","zooxanthellate","encrusting","attached","colonial",3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",2.1582045359218,29.9,51620265.365
"866","Leptastrea purpurea","pacific","zooxanthellate","encrusting","attached","colonial",10,"spawner","gonochore",100,1.8,NA,NA,1.63,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",2.1582045359218,29.9,78091560.35
"867","Leptastrea transversa","pacific","zooxanthellate","encrusting","attached","colonial",9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",3.4081864217047,29.9,76541855.62
"868","Leptopenus antarcticus",NA,"azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46647377968063,NA,NA
"869","Leptopenus discus","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40404086458768,NA,NA
"870","Leptopenus hypocoelus","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38619432415571,NA,NA
"871","Leptopenus solidus","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59521212934328,NA,NA
"872","Leptopsammia britannica","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.273566761,NA,NA
"873","Leptopsammia chevalieri","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14896894840956,NA,NA
"874","Leptopsammia columna","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14443315830189,NA,NA
"875","Leptopsammia crassa","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21457109048098,NA,NA
"876","Leptopsammia formosa","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16261498421938,NA,NA
"877","Leptopsammia poculum","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05632887845778,NA,NA
"878","Leptopsammia pruvoti","atlantic","azooxanthellate",NA,NA,NA,NA,"brooder","gonochore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26909582520028,NA,NA
"879","Leptopsammia queenslandiae","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32978276293607,NA,NA
"880","Leptopsammia stokesiana","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22284652751379,NA,NA
"881","Leptopsammia trinitatis","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31890042760918,NA,NA
"882","Leptoria irregularis","pacific","zooxanthellate","encrusting","attached","colonial",6.3,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",1.25605198062193,67.06,17704522.4
"883","Leptoria phrygia","pacific","zooxanthellate","massive","attached","colonial",3.5,"spawner","hermaphrodite",NA,NA,"no",454.666666666667,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445,NA,NA,NA,NA,"common","clear",6.83693273123045,67.06,68880590.845
"884","Leptoseris amitoriensis","pacific","zooxanthellate","laminar","attached","colonial",3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.772130864715765,34.04,5889882.8415
"885","Leptoseris cailleti","atlantic","zooxanthellate","laminar","attached","colonial",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.723951897755369,34.04,3559368.782
"886","Leptoseris cucullata","atlantic","zooxanthellate","laminar","attached","colonial",2.9,NA,NA,NA,NA,NA,NA,2.2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",10.09686947,34.04,4010454.967
"887","Leptoseris explanata","pacific","zooxanthellate","laminar","attached","colonial",4,"spawner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",1.89636152783038,34.04,56367105.6
"888","Leptoseris foliosa","pacific","zooxanthellate","laminar","attached","colonial",1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",0.847245061621762,34.04,40028814.345
"889","Leptoseris fragilis",NA,"zooxanthellate","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.04,NA
"890","Leptoseris gardineri","pacific","zooxanthellate","laminar","attached","colonial",2.5,NA,NA,866.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",0.781392441638923,34.04,33454961.965
"891","Leptoseris glabra",NA,"zooxanthellate","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.04,NA
"892","Leptoseris hawaiiensis","pacific","zooxanthellate","encrusting","attached","colonial",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",0.822069606895387,34.04,76158469.52
"893","Leptoseris incrustans","pacific","zooxanthellate","encrusting","attached","colonial",4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",1.66981273735243,34.04,56615066.67
"894","Leptoseris mycetoseroides","pacific","zooxanthellate","laminar","attached","colonial",4.4,NA,NA,133.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",0.786804156053707,34.04,76894817.61
"895","Leptoseris papyracea","pacific","zooxanthellate","laminar","attached","colonial",4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",0.760734654125447,34.04,60070374.615
"896","Leptoseris scabra","pacific","zooxanthellate","encrusting","attached","colonial",6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",0.919237434258146,34.04,79355940.94
"897","Leptoseris solida","pacific","zooxanthellate","encrusting","attached","colonial",3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",0.836194477495505,34.04,47358176.115
"898","Leptoseris striata","pacific","zooxanthellate","encrusting","attached","colonial",4,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.753980480348514,34.04,9325922.119
"899","Leptoseris tenuis","pacific","zooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.04,NA
"900","Leptoseris tubulifera","pacific","zooxanthellate","encrusting","attached","colonial",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.76727565285314,34.04,16121230.21
"901","Leptoseris yabei","pacific","zooxanthellate","laminar","attached","colonial",3.7,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",0.804436376811288,34.04,42806236.105
"902","Letepsammia fissilis","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27456347318597,NA,NA
"903","Letepsammia formosissima","pacific","azooxanthellate",NA,NA,NA,NA,"brooder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29756756479929,NA,NA
"904","Letepsammia franki","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28662477438909,NA,NA
"905","Letepsammia superstes","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28008573850494,NA,NA
"906","Lithophyllon concinna","pacific","zooxanthellate","massive","unattached","solitary",160,"spawner","gonochore",16,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",1.52677737318908,34.44,68798713.24
"907","Lithophyllon ranjithi","pacific","zooxanthellate","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.6753662487231,34.44,NA
"908","Lithophyllon repanda","pacific","zooxanthellate","massive","unattached","solitary",150,"spawner","gonochore",30,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",1.52677737318908,34.44,57164954.685
"909","Lithophyllon scabra","pacific","zooxanthellate","massive","unattached","solitary",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rare","clear",0.936673431161788,34.44,28750219.34
"910","Lithophyllon spinifer","pacific","zooxanthellate","massive","unattached","solitary",118,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.77163447652546,34.44,10815160.1815
"911","Lithophyllon undulatum","pacific","zooxanthellate","encrusting","attached","colonial",5.1,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.410005208185797,34.44,17522567.32
"912","Lobactis scutaria","pacific","zooxanthellate","massive","unattached","solitary",169,"spawner","gonochore",17,9.3,"no",83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.6,NA,NA,NA,NA,"common","clear",10.0802896169379,NA,71677948.18
"913","Lobophyllia corymbosa","pacific","zooxanthellate","massive","attached","colonial",47.5,NA,NA,125,NA,"no",600,NA,NA,NA,NA,NA,0.127,NA,NA,NA,NA,NA,2800,NA,NA,NA,NA,NA,NA,NA,600,356.5,675,NA,NA,"common","clear",20.5573369385419,53.5175,58343974.925
"914","Lobophyllia costata","pacific","zooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5175,NA
"915","Lobophyllia dentata","pacific","zooxanthellate","massive","attached","colonial",32.6,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.948410443987163,53.5175,11707866.635
"916","Lobophyllia diminuta","pacific","zooxanthellate","massive","attached","colonial",42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",0.35867920473279,53.5175,26956300.475
"917","Lobophyllia flabelliformis","pacific","zooxanthellate","massive","attached","colonial",59.5,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",0.936618883563185,53.5175,12406486.66
"918","Lobophyllia hataii","pacific","zooxanthellate","massive","attached","colonial",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",0.35867920473279,53.5175,46976140.13
"919","Lobophyllia hemprichii","pacific","zooxanthellate","massive","attached","colonial",26.8,"spawner","hermaphrodite",500,NA,NA,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,NA,NA,NA,NA,"common","clear",0.849120426867191,53.5175,65275213.22
"920","Acanthastrea pachysepta","pacific","zooxanthellate","massive","attached","colonial",32.6,"spawner","hermaphrodite",50,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",0.858562626910913,53.5175,30604868.415
"921","Lobophyllia robusta","pacific","zooxanthellate","massive","attached","colonial",47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","both",0.964078026673318,53.5175,33596829.31
"922","Lobophyllia serrata","pacific","zooxanthellate","massive","attached","colonial",40.2,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.902363756284372,53.5175,7898735.668
"923","Lochmaeotrochus gardineri","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411933425531581,NA,NA
"924","Lochmaeotrochus oculeus","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411933425531581,NA,NA
"925","Lophelia pertusa","atlantic","azooxanthellate",NA,NA,NA,NA,"spawner","gonochore",NA,12.7,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6317453336351,NA,NA
"926","Madracis asanoi","pacific","both","branching_closed","attached","colonial",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.622994684391171,70.72,1702813.3027
"927","Madracis asperula","atlantic","azooxanthellate","branching_closed","attached","colonial",2.1,NA,NA,NA,16.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.622994684391171,70.72,8239586.702
"928","Madracis auretenra",NA,"zooxanthellate","branching_closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.52159522019503,70.72,NA
"929","Madracis brueggemanni","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43411491006796,70.72,NA
"930","Madracis carmabi",NA,"zooxanthellate","branching_closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",4.9571151660222,70.72,NA
"931","Madracis decactis","atlantic","zooxanthellate","digitate","attached","colonial",2.2,NA,"hermaphrodite",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbid",0.609588672802197,70.72,5919754.935
"932","Madracis formosa","atlantic","zooxanthellate","columnar","attached","colonial",1.6,"brooder","hermaphrodite",10.23,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",6.88667262219681,70.72,3797767.932
"933","Madracis hellana","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16731986117137,70.72,NA
"934","Madracis interjecta","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.72,NA
"935","Madracis kauaiensis","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31235012989924,70.72,NA
"936","Madracis kirbyi","pacific","zooxanthellate","digitate","attached","colonial",2.6,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rare","turbid",0.609588672802197,70.72,37654678.395
"937","Madracis mirabilis","atlantic","zooxanthellate","branching_closed","attached","colonial",1.5,"brooder","hermaphrodite",14.66,22,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,"clear",NA,70.72,3902335.178
"938","Madracis myriaster","atlantic","azooxanthellate",NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbid",2.70015705041519,70.72,NA
"939","Madracis pharensis","atlantic","both","digitate","attached","colonial",2.1,"brooder","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,"clear",1.5058058307947,70.72,5344528.923
"940","Madracis profunda","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63754547351461,70.72,NA
"941","Madracis senaria","atlantic","zooxanthellate","encrusting","attached","colonial",1.8,"brooder","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,"clear",14.6777259205757,70.72,3559368.782
"942","Madracis singularis","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.72,NA
"943","Madrepora arbuscula","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5387366138692,NA,NA
